Airline,Date_of_Journey,Source,Destination,Route,Distance,via_1,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Flight_Category,market_share
Jet Airways,12-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,20:35,15:15,1120,1 stop,In-flight meal not included,11087,High,0.066758984
SpiceJet,27-06-19,Chennai,Kolkata,MAA → CCU,1366,No,9:45,12:00,135,non-stop,No check-in baggage included,3543,Low,0.001629496
Jet Airways,12-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,16:30,4:40,730,1 stop,No info,12471,High,0.03720203
Jet Airways,24-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:00,4:25,1165,1 stop,In-flight meal not included,10262,High,0.092673869
Air India,18-03-19,Banglore,New Delhi,BLR → DEL,1740,No,13:20,16:10,170,non-stop,No info,4441,Mid,0.024396627
Multiple carriers,27-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:05,15:30,505,1 stop,No info,12537,High,0.042119816
GoAir,24-03-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,22:25,7:40,555,1 stop,No info,10091,Low,0.000265359
Air India,03-06-19,Banglore,Delhi,BLR → DEL,1740,No,21:05,23:55,170,non-stop,No info,6961,Mid,0.002838052
IndiGo,24-04-19,Delhi,Cochin,DEL → COK,2081,No,5:35,8:50,195,non-stop,No info,5013,Low,0.0042969
Air India,18-05-19,Delhi,Cochin,DEL → COK,2081,No,5:10,8:00,170,non-stop,No info,6934,Mid,0.020984595
Multiple carriers,03-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,6:40,19:00,740,1 stop,No info,10877,High,0.055466841
Jet Airways,18-04-19,Banglore,Delhi,BLR → DEL,1740,No,15:15,18:10,175,non-stop,No info,7229,High,0.007482835
IndiGo,27-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,16:00,1:35,575,1 stop,No info,7048,Low,0.019701721
Vistara,27-06-19,Banglore,Delhi,BLR → DEL,1740,No,17:00,19:35,155,non-stop,No info,4878,Mid,0.002233631
Jet Airways,21-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,14:05,23:35,570,1 stop,In-flight meal not included,10844,High,0.096462869
Jet Airways,18-05-19,Delhi,Cochin,DEL → AMD → BOM → COK,6416,AMD,23:05,4:25,1760,2 stops,No info,15129,High,0.055619755
IndiGo,12-05-19,Banglore,Delhi,BLR → DEL,1740,No,0:30,3:25,175,non-stop,No info,3943,Low,0.005391613
SpiceJet,06-06-19,Delhi,Cochin,DEL → MAA → COK,2744,MAA,6:05,11:20,315,1 stop,No info,5583,Low,0.0017248
Multiple carriers,06-06-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,7:05,16:10,545,1 stop,No info,9646,High,0.055466841
Multiple carriers,03-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:30,19:15,645,1 stop,No info,7677,High,0.055466841
IndiGo,01-06-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,5:10,10:05,295,1 stop,No info,6842,Low,0.016803179
Jet Airways,24-06-19,Mumbai,Hyderabad,BOM → HYD,622,No,8:45,10:15,90,non-stop,In-flight meal not included,4995,High,0.004235087
Vistara,09-06-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,7:10,18:50,700,1 stop,No info,9555,Mid,0.004067785
IndiGo,01-06-19,Banglore,Delhi,BLR → DEL,1740,No,1:30,4:15,165,non-stop,No info,4077,Low,0.005589388
Jet Airways,12-05-19,Banglore,Delhi,BLR → DEL,1740,No,15:15,18:10,175,non-stop,No info,7229,High,0.007989665
Multiple carriers,09-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:00,19:00,600,1 stop,No info,12192,High,0.055466841
Air India,12-04-19,Banglore,Delhi,BLR → DEL,1740,No,10:00,12:45,165,non-stop,No info,5911,Mid,0.002403422
Air India,12-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:00,19:15,615,1 stop,No info,8372,Mid,0.029230629
Jet Airways,18-03-19,Mumbai,Hyderabad,BOM → HYD,622,No,7:10,8:35,85,non-stop,In-flight meal not included,4995,High,0.00595203
Multiple carriers,09-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:00,19:15,555,1 stop,No info,14323,High,0.039017972
Jet Airways,09-06-19,Delhi,Cochin,DEL → JAI → BOM → COK,2218,JAI,5:30,4:25,1375,2 stops,No info,13014,High,0.092673869
Air India,06-06-19,Delhi,Cochin,DEL → CCU → BOM → COK,4033,CCU,14:25,19:15,1730,2 stops,No info,13591,Mid,0.029230629
Jet Airways,03-03-19,Delhi,Cochin,DEL → IDR → BOM → COK,2240,IDR,5:25,18:50,2245,2 stops,No info,18799,High,0.040169935
IndiGo,27-04-19,Banglore,Delhi,BLR → DEL,1740,No,23:30,2:20,170,non-stop,No info,3943,Low,0.006068435
SpiceJet,21-05-19,Mumbai,Hyderabad,BOM → HYD,622,No,5:45,7:15,90,non-stop,No check-in baggage included,1965,Low,0.00100085
Jet Airways,27-05-19,Mumbai,Hyderabad,BOM → HYD,622,No,10:20,11:50,90,non-stop,In-flight meal not included,4995,High,0.003492184
Air India,24-03-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,16:50,18:30,1540,1 stop,No info,14641,Mid,0.005310371
Air India,12-04-19,Kolkata,Banglore,CCU → BLR,1559,No,20:45,23:20,155,non-stop,No info,4460,Mid,0.004157444
Air India,18-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,13:00,19:15,375,1 stop,No info,10191,Mid,0.020984595
Jet Airways,09-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,2:15,19:45,1050,1 stop,In-flight meal not included,13843,High,0.040169935
IndiGo,01-05-19,Delhi,Cochin,DEL → LKO → COK,2357,LKO,21:50,3:35,345,1 stop,No info,6349,Low,0.012972695
Air Asia,01-05-19,Kolkata,Banglore,CCU → BLR,1559,No,10:20,12:55,155,non-stop,No info,4409,Low,0.003038993
Jet Airways,06-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,18:15,19:45,1530,1 stop,No info,17024,High,0.040169935
Multiple carriers,18-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:05,21:00,835,1 stop,No info,13727,High,0.039017972
IndiGo,15-03-19,Banglore,New Delhi,BLR → DEL,1740,No,18:25,21:20,175,non-stop,No info,8855,Low,0.011442832
Multiple carriers,24-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:45,19:00,615,1 stop,No info,12524,High,0.055466841
Jet Airways,18-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,11:40,20:20,520,1 stop,No info,13555,High,0.066758984
Jet Airways,06-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,6:30,12:00,330,1 stop,In-flight meal not included,10844,High,0.03720203
Multiple carriers,09-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:00,21:00,720,1 stop,No info,13587,High,0.055466841
SpiceJet,12-06-19,Chennai,Kolkata,MAA → CCU,1366,No,9:45,12:00,135,non-stop,No check-in baggage included,3543,Low,0.001629496
Vistara,18-03-19,Chennai,Kolkata,MAA → CCU,1366,No,7:05,9:20,135,non-stop,No info,4842,Mid,0.000463483
IndiGo,24-04-19,Banglore,Delhi,BLR → DEL,1740,No,23:30,2:20,170,non-stop,No info,3943,Low,0.006068435
Jet Airways,09-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,19:15,4:25,550,1 stop,In-flight meal not included,10577,High,0.092673869
IndiGo,15-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:35,21:00,625,1 stop,No info,6979,Low,0.012972695
Vistara,27-06-19,Chennai,Kolkata,MAA → CCU,1366,No,17:45,20:05,140,non-stop,No info,11982,Mid,0.001620009
SpiceJet,06-06-19,Delhi,Cochin,DEL → PNQ → COK,2518,PNQ,8:45,13:15,270,1 stop,No info,5264,Low,0.0017248
Vistara,03-03-19,Delhi,Cochin,DEL → COK,2081,No,6:00,9:10,190,non-stop,No info,8001,Mid,0.00082513
Air India,01-06-19,Delhi,Cochin,DEL → AMD → BOM → COK,6416,AMD,19:45,19:15,1410,2 stops,No info,10651,Mid,0.029230629
Jet Airways,24-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,16:30,19:50,1640,1 stop,In-flight meal not included,10844,High,0.096462869
Multiple carriers,27-03-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,9:45,22:20,755,1 stop,No info,6601,High,0.042119816
Air India,21-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,19:00,19:15,1455,1 stop,No info,6587,Mid,0.021058997
SpiceJet,21-03-19,Mumbai,Hyderabad,BOM → HYD,622,No,13:10,14:30,80,non-stop,No info,3173,Low,0.001137489
Air India,09-05-19,Banglore,Delhi,BLR → DEL,1740,No,10:00,12:45,165,non-stop,No info,5228,Mid,0.002439337
Jet Airways,21-06-19,Banglore,Delhi,BLR → DEL,1740,No,7:10,10:10,180,non-stop,In-flight meal not included,5769,High,0.009650841
Jet Airways,06-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:00,19:00,660,1 stop,No info,14714,High,0.092673869
Jet Airways,03-06-19,Delhi,Cochin,DEL → JAI → BOM → COK,2218,JAI,5:30,19:00,810,2 stops,No info,13014,High,0.092673869
IndiGo,03-06-19,Banglore,Delhi,BLR → DEL,1740,No,22:10,1:00,170,non-stop,No info,3359,Low,0.005589388
GoAir,03-03-19,Banglore,New Delhi,BLR → DEL,1740,No,20:55,23:50,175,non-stop,No info,6722,Low,0.001914072
IndiGo,18-03-19,Kolkata,Banglore,CCU → BLR,1559,No,9:35,12:20,165,non-stop,No info,4462,Low,0.00489338
IndiGo,09-03-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,4:55,16:10,675,1 stop,No info,6171,Low,0.019701721
Air India,21-05-19,Kolkata,Banglore,CCU → IXR → DEL → BLR,3255,IXR,5:50,20:25,875,2 stops,No info,12303,Mid,0.032907883
Multiple carriers,21-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:40,1:35,835,1 stop,No info,7695,High,0.042119816
IndiGo,24-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:25,1:30,845,1 stop,No info,5684,Low,0.016803179
Air India,12-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,16:50,7:55,905,1 stop,No info,8366,Mid,0.012242244
Air India,01-03-19,Chennai,Kolkata,MAA → CCU,1366,No,11:40,13:55,135,non-stop,No info,19630,Mid,0.00081937
Jet Airways,06-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,14:05,5:05,900,1 stop,In-flight meal not included,13502,High,0.066758984
Jet Airways,01-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,21:10,10:05,775,1 stop,No info,14781,High,0.096462869
Multiple carriers,12-06-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,7:10,16:10,540,1 stop,No info,6513,High,0.055466841
Air India,01-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:00,19:15,735,1 stop,No info,9929,Mid,0.029230629
Multiple carriers,06-06-19,Delhi,Cochin,DEL → IXU → BOM → COK,2641,IXU,17:50,1:30,460,2 stops,No info,18275,High,0.055466841
Air India,09-04-19,Delhi,Cochin,DEL → MAA → COK,2744,MAA,6:05,9:25,1640,1 stop,No info,4487,Mid,0.002944092
IndiGo,15-03-19,Mumbai,Hyderabad,BOM → HYD,622,No,21:20,22:45,85,non-stop,No info,2754,Low,0.002908452
Air India,27-03-19,Mumbai,Hyderabad,BOM → HYD,622,No,6:20,7:40,80,non-stop,No info,2575,Mid,0.006809644
SpiceJet,12-06-19,Kolkata,Banglore,CCU → IXB → BLR,3453,IXB,15:55,21:25,330,1 stop,No info,8224,Low,0.003905035
Air India,09-03-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,20:30,8:15,705,1 stop,No info,8991,Mid,0.021058997
IndiGo,24-06-19,Delhi,Cochin,DEL → COK,2081,No,5:35,8:50,195,non-stop,No info,5000,Low,0.016803179
Jet Airways,12-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,18:55,19:50,1495,1 stop,In-flight meal not included,8529,High,0.03720203
Air India,03-03-19,Delhi,Cochin,DEL → MAA → COK,2744,MAA,6:05,9:25,1640,1 stop,No info,14042,Mid,0.021058997
Jet Airways,24-05-19,Banglore,Delhi,BLR → DEL,1740,No,11:10,14:05,175,non-stop,In-flight meal not included,4030,High,0.007989665
Jet Airways,06-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,18:55,12:00,1025,1 stop,In-flight meal not included,10844,High,0.03720203
IndiGo,06-05-19,Kolkata,Banglore,CCU → BLR,1559,No,21:25,0:05,160,non-stop,No info,4804,Low,0.008095207
Multiple carriers,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,17:30,1:30,480,1 stop,In-flight meal not included,7308,High,0.039017972
IndiGo,12-05-19,Banglore,Delhi,BLR → DEL,1740,No,16:55,19:55,180,non-stop,No info,4823,Low,0.005391613
Jet Airways,24-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:00,12:35,1655,1 stop,In-flight meal not included,10262,High,0.092673869
Jet Airways,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,20:55,4:25,450,1 stop,In-flight meal not included,12898,High,0.055619755
Air India,12-03-19,Banglore,New Delhi,BLR → BOM → JDH → DEL,2149,BOM,17:25,16:20,1375,2 stops,No info,12778,Mid,0.024396627
IndiGo,03-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,4:45,13:20,515,1 stop,No info,14871,Low,0.019701721
Air India,21-03-19,Delhi,Cochin,DEL → UDR → BOM → COK,2247,UDR,13:20,19:15,1795,2 stops,No info,8708,Mid,0.021058997
Jet Airways,06-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,20:00,18:15,1335,1 stop,In-flight meal not included,10844,High,0.03720203
SpiceJet,06-03-19,Mumbai,Hyderabad,BOM → HYD,622,No,5:45,7:05,80,non-stop,No info,4129,Low,0.001137489
IndiGo,18-05-19,Kolkata,Banglore,CCU → BLR,1559,No,21:25,0:05,160,non-stop,No info,4804,Low,0.008095207
Jet Airways,06-05-19,Banglore,Delhi,BLR → DEL,1740,No,8:20,11:20,180,non-stop,No info,7229,High,0.007989665
Jet Airways,21-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,7:00,19:10,730,1 stop,In-flight meal not included,7832,High,0.066758984
SpiceJet,18-03-19,Chennai,Kolkata,MAA → CCU,1366,No,9:30,12:05,155,non-stop,No info,3859,Low,0.001951766
Multiple carriers,06-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:30,19:15,705,1 stop,No info,9001,High,0.055466841
Vistara,09-05-19,Banglore,Delhi,BLR → DEL,1740,No,17:00,19:35,155,non-stop,No info,4878,Mid,0.002196435
IndiGo,03-05-19,Mumbai,Hyderabad,BOM → HYD,622,No,2:35,4:05,90,non-stop,No info,2754,Low,0.002190093
Vistara,27-06-19,Banglore,Delhi,BLR → DEL,1740,No,7:00,9:40,160,non-stop,No info,4668,Mid,0.002233631
Air Asia,12-05-19,Kolkata,Banglore,CCU → BLR,1559,No,10:20,12:55,155,non-stop,No info,5216,Low,0.003038993
Jet Airways,06-06-19,Delhi,Cochin,DEL → JAI → BOM → COK,2218,JAI,5:30,4:25,1375,2 stops,In-flight meal not included,10368,High,0.092673869
IndiGo,09-03-19,Delhi,Cochin,DEL → HYD → MAA → COK,2453,HYD,6:40,21:20,880,2 stops,No info,8146,Low,0.019701721
Jet Airways,27-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,13:00,4:25,925,1 stop,No info,12242,High,0.040169935
Jet Airways,15-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,8:00,15:15,435,1 stop,In-flight meal not included,9134,High,0.066758984
Air India,06-06-19,Delhi,Cochin,DEL → HYD → MAA → COK,2453,HYD,13:15,9:25,1210,2 stops,No info,10939,Mid,0.029230629
Air India,06-06-19,Delhi,Cochin,DEL → GOI → BOM → COK,3013,GOI,10:55,7:40,1245,2 stops,No info,11753,Mid,0.029230629
SpiceJet,24-04-19,Kolkata,Banglore,CCU → BLR,1559,No,17:10,19:40,150,non-stop,No info,4174,Low,0.003339504
Jet Airways,21-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,20:00,19:50,1430,1 stop,In-flight meal not included,10844,High,0.096462869
Jet Airways,03-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,16:00,19:00,1620,1 stop,No info,14714,High,0.092673869
Jet Airways,12-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,6:30,12:00,330,1 stop,In-flight meal not included,9899,High,0.03720203
IndiGo,03-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:10,21:00,710,1 stop,No info,14871,Low,0.019701721
IndiGo,06-03-19,Chennai,Kolkata,MAA → CCU,1366,No,13:20,15:35,135,non-stop,No info,7295,Low,0.003638946
Air India,06-06-19,Delhi,Cochin,DEL → JAI → BOM → COK,2218,JAI,18:45,19:15,1470,2 stops,No info,13465,Mid,0.029230629
SpiceJet,21-05-19,Chennai,Kolkata,MAA → CCU,1366,No,17:45,20:05,140,non-stop,No check-in baggage included,3543,Low,0.001831062
Multiple carriers,27-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,19:00,1:30,390,1 stop,No info,7198,High,0.055466841
Jet Airways,01-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:00,4:25,1225,1 stop,In-flight meal not included,10262,High,0.092673869
IndiGo,15-03-19,Kolkata,Banglore,CCU → BLR,1559,No,15:20,17:55,155,non-stop,No info,4148,Low,0.00489338
Jet Airways,27-06-19,Banglore,Delhi,BLR → DEL,1740,No,15:15,18:10,175,non-stop,No info,8016,High,0.009650841
Jet Airways,09-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,22:50,4:25,335,1 stop,In-flight meal not included,10262,High,0.092673869
SpiceJet,15-06-19,Kolkata,Banglore,CCU → BLR,1559,No,14:55,17:25,150,non-stop,No check-in baggage included,3841,Low,0.003905035
Jet Airways,12-03-19,Banglore,New Delhi,BLR → MAA → DEL,2468,MAA,9:45,0:30,885,1 stop,No info,11507,High,0.066758984
Jet Airways,01-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,8:25,20:45,740,1 stop,No info,14781,High,0.096462869
Jet Airways,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,17:30,19:00,1530,1 stop,No info,16079,High,0.055619755
Jet Airways,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,22:50,4:25,335,1 stop,In-flight meal not included,12898,High,0.055619755
Multiple carriers,06-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:30,19:15,705,1 stop,No info,15353,High,0.042119816
IndiGo,24-03-19,Banglore,New Delhi,BLR → DEL,1740,No,18:25,21:20,175,non-stop,No info,7303,Low,0.011442832
SpiceJet,24-03-19,Kolkata,Banglore,CCU → MAA → BLR,1650,MAA,15:05,20:45,340,1 stop,No info,6197,Low,0.002698904
Air India,09-06-19,Kolkata,Banglore,CCU → BBI → BLR,2842,BBI,9:10,13:15,245,1 stop,No info,8996,Mid,0.012242244
IndiGo,21-03-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,14:20,22:20,480,1 stop,No info,6528,Low,0.019701721
GoAir,09-04-19,Banglore,Delhi,BLR → DEL,1740,No,20:55,23:40,165,non-stop,No info,4239,Low,0.001114364
IndiGo,12-03-19,Kolkata,Banglore,CCU → BLR,1559,No,20:25,23:05,160,non-stop,No info,4148,Low,0.00489338
SpiceJet,24-05-19,Banglore,Delhi,BLR → DEL,1740,No,21:10,0:05,175,non-stop,No info,3971,Low,0.001911711
Air Asia,06-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,7:35,23:30,955,1 stop,No info,5192,Low,0.003038993
Jet Airways,09-04-19,Delhi,Cochin,DEL → AMD → BOM → COK,6416,AMD,13:25,12:35,1390,2 stops,No info,9483,High,0.003787518
Jet Airways,03-06-19,Delhi,Cochin,DEL → JDH → BOM → COK,2370,JDH,11:40,19:00,440,2 stops,No info,18804,High,0.092673869
Air India,18-06-19,Delhi,Cochin,DEL → COK,2081,No,5:10,8:00,170,non-stop,No info,5201,Mid,0.029230629
Jet Airways,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:30,19:00,450,1 stop,No info,16079,High,0.055619755
Jet Airways,15-06-19,Banglore,Delhi,BLR → DEL,1740,No,19:50,22:50,180,non-stop,In-flight meal not included,7229,High,0.009650841
Multiple carriers,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,17:45,1:30,465,1 stop,No info,6795,High,0.039017972
Jet Airways,09-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,9:35,10:55,1520,1 stop,No info,10953,High,0.096462869
Multiple carriers,24-06-19,Delhi,Cochin,DEL → IDR → BOM → COK,2240,IDR,15:05,1:30,625,2 stops,No info,15965,High,0.055466841
Air India,09-04-19,Delhi,Cochin,DEL → JDH → BOM → COK,2370,JDH,12:55,19:15,1820,2 stops,No info,9968,Mid,0.002944092
IndiGo,06-06-19,Kolkata,Banglore,CCU → BLR,1559,No,22:15,0:50,155,non-stop,No info,4804,Low,0.005787152
Jet Airways,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:00,19:00,540,1 stop,No info,16079,High,0.055619755
Jet Airways,12-06-19,Delhi,Cochin,DEL → IDR → BOM → COK,2240,IDR,21:25,12:35,910,2 stops,In-flight meal not included,11507,High,0.092673869
Air India,09-06-19,Kolkata,Banglore,CCU → BOM → COK → BLR,3095,BOM,9:25,13:45,1700,2 stops,No info,11542,Mid,0.012242244
Jet Airways,24-04-19,Banglore,Delhi,BLR → DEL,1740,No,17:45,20:45,180,non-stop,No info,7229,High,0.007482835
Jet Airways,27-04-19,Banglore,Delhi,BLR → DEL,1740,No,6:00,8:45,165,non-stop,In-flight meal not included,4544,High,0.007482835
IndiGo,15-05-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,5:10,10:05,295,1 stop,No info,6496,Low,0.012972695
IndiGo,15-06-19,Kolkata,Banglore,CCU → BLR,1559,No,21:25,0:05,160,non-stop,No info,4804,Low,0.005787152
Air India,01-03-19,Banglore,New Delhi,BLR → CCU → DEL,3118,CCU,11:05,9:15,1330,1 stop,No info,13439,Mid,0.024396627
Jet Airways,27-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,18:15,4:25,610,1 stop,In-flight meal not included,6540,High,0.040169935
IndiGo,01-06-19,Banglore,Delhi,BLR → DEL,1740,No,23:30,2:20,170,non-stop,No info,4591,Low,0.005589388
IndiGo,18-03-19,Banglore,New Delhi,BLR → HYD → DEL,1720,HYD,16:15,20:35,260,1 stop,No info,4437,Low,0.011442832
Air Asia,21-03-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,20:10,7:10,660,1 stop,No info,6151,Low,0.001256711
Jet Airways,21-06-19,Banglore,Delhi,BLR → DEL,1740,No,17:45,20:45,180,non-stop,In-flight meal not included,7754,High,0.009650841
Jet Airways,24-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,14:00,12:35,1355,1 stop,In-flight meal not included,10262,High,0.092673869
Jet Airways,09-06-19,Banglore,Delhi,BLR → DEL,1740,No,18:55,22:00,185,non-stop,No info,8016,High,0.009650841
SpiceJet,24-03-19,Kolkata,Banglore,CCU → BLR,1559,No,6:55,9:35,160,non-stop,No check-in baggage included,4781,Low,0.002698904
Vistara,27-06-19,Banglore,Delhi,BLR → DEL,1740,No,11:30,14:20,170,non-stop,No info,4668,Mid,0.002233631
Air India,06-03-19,Banglore,New Delhi,BLR → MAA → DEL,2468,MAA,11:50,8:55,1265,1 stop,No info,14594,Mid,0.024396627
Jet Airways,24-03-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,16:55,4:45,710,1 stop,No info,14231,High,0.012528831
Air India,15-05-19,Delhi,Cochin,DEL → TRV → COK,2437,TRV,5:15,6:50,1535,1 stop,No info,8425,Mid,0.020984595
Multiple carriers,12-06-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,7:05,22:30,925,1 stop,No info,9646,High,0.055466841
IndiGo,03-03-19,Chennai,Kolkata,MAA → CCU,1366,No,14:40,17:05,145,non-stop,No info,7295,Low,0.003638946
Air Asia,09-04-19,Kolkata,Banglore,CCU → BBI → BLR,2842,BBI,6:50,10:30,220,1 stop,No info,5162,Low,0.001321457
IndiGo,09-03-19,Banglore,New Delhi,BLR → DEL,1740,No,18:25,21:20,175,non-stop,No info,6860,Low,0.011442832
Vistara,15-04-19,Delhi,Cochin,DEL → COK,2081,No,6:00,9:10,190,non-stop,No info,6216,Mid,0.000713965
Air Asia,24-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,7:35,19:25,710,1 stop,No info,5192,Low,0.003038993
IndiGo,09-04-19,Banglore,Delhi,BLR → DEL,1740,No,20:00,22:50,170,non-stop,No info,4823,Low,0.006068435
SpiceJet,03-04-19,Banglore,Delhi,BLR → DEL,1740,No,9:30,12:20,170,non-stop,No check-in baggage included,3919,Low,0.002278387
IndiGo,03-06-19,Mumbai,Hyderabad,BOM → HYD,622,No,19:05,20:35,90,non-stop,No info,2754,Low,0.002158096
